"GeneID","Symbol","Description"
"606731","Gm11700","peptidylprolyl isomerase A pseudogene 2_1789.1"
"606732","Gm13458","mitochondria-associated protein involved in granulocyte-macrophage colony-stimulating factor signal transduction pseudogene"
"606733","Gm13454","peptidylprolyl isomerase A pseudogene 2_560.1"
"606735","A330069E16Rik","RIKEN cDNA A330069E16 gene"
"606736","C920009B18Rik","RIKEN cDNA C920009B18 gene"
"613123","Ugt1a8","UDP glucuronosyltransferase 1 family, polypeptide A8"
"613254","AA465934","expressed sequence AA465934"
"613258","A730017L22Rik","RIKEN cDNA A730017L22 gene"
"613262","Mmp24os1","matrix metallopeptidase 24 opposite strand transcript 1"
"613264","Cfap92","cilia and flagella associated protein 92"
"619287","Rtl4","retrotransposon Gag like 4"
"619288","Garin4","golgi associated RAB2 interactor family member 4"
"619289","Rfx8","regulatory factor X 8"
"619291","5330413D20Rik","RIKEN cDNA 5330413D20 gene"
"619292","G430095P16Rik","RIKEN cDNA G430095P16 gene"
"619293","9230009I02Rik","RIKEN cDNA 9230009I02 gene"
"619294","Cldn34b4","claudin 34B4"
"619295","Lrp8os2","low density lipoprotein receptor-related protein 8, apolipoprotein e receptor, opposite strand 2"
"619297","Ccdc194","coiled-coil domain containing 194"
"619298","G930045G22Rik","RIKEN cDNA G930045G22 gene"
"619299","9230020A06Rik","RIKEN cDNA 9230020A06 gene"
"619300","6430553K19Rik","RIKEN cDNA 6430553K19 gene"
"619301","Tmem253","transmembrane protein 253"
"619303","4930567H17Rik","RIKEN cDNA 4930567H17 gene"
"619304","I830134H01Rik","RIKEN cDNA I830134H01 gene"
"619305","4930588K23Rik","RIKEN cDNA 4930588K23 gene"
"619306","B430319F04Rik","RIKEN cDNA B430319F04 gene"
"619308","F830208F22Rik","RIKEN cDNA F830208F22 gene"
"619309","Muc3a","mucin 3A, cell surface associated"
"619310","Zfp872","zinc finger protein 872"
"619311","A730065G17Rik","RIKEN cDNA A730065G17 gene"
"619312","G730013B05Rik","RIKEN cDNA G730013B05 gene"
"619313","I730030J21Rik","RIKEN cDNA I730030J21 gene"
"619314","B020014A21Rik","RIKEN cDNA B020014A21 gene"
"619318","4930432M17Rik","RIKEN cDNA 4930432M17 gene"
"619320","4930527B05Rik","RIKEN cDNA 4930527B05 gene"
"619321","9530052E02Rik","RIKEN cDNA 9530052E02 gene"
"619324","C130040N14Rik","RIKEN cDNA C130040N14 gene"
"619326","Degs1l","delta 4-desaturase, sphingolipid 1 like"
"619327","G630093K05Rik","RIKEN cDNA G630093K05 gene"
"619330","F830210D05Rik","RIKEN cDNA F830210D05 gene"
"619331","Zfp551","zinc finger protein 551"
"619332","Taf7l2","Taf7l2"
"619334","Xlr4e-ps","X-linked lymphocyte-regulated 4E, pseudogene"
"619355","Gm6083","developmental pluripotency associated 5 pseudogene"
"619371","Stxbp3-ps","syntaxin-binding protein 3, pseudogene"
"619441","Tnfsfm13","tumor necrosis factor (ligand) superfamily, membrane-bound member 13"
"619517","Esp1","exocrine gland secreted peptide 1"
"619547","Rpl34-ps1","ribosomal protein L34, pseudogene 1"
"619548","Defb42","defensin beta 42"
"619557","4932431L22Rik","RIKEN cDNA 4932431L22 gene"
"619596","Gm6085","glioma tumor suppressor candidate region gene 2 pseudogene"
"619597","Gal3st2c","galactose-3-O-sulfotransferase 2C"
"619601","Gm6087","tera pseudogene"
"619605","Zcchc17","zinc finger, CCHC domain containing 17"
"619612","Gm6088","eukaryotic translation initiation factor 2C, 2 pseudogene"
"619645","Gm6089","RRS1 ribosome biogenesis regulator homolog pseudogene"
"619653","Gm6091","thymidine kinase 1 pseudogene"
"619665","Klf14","Kruppel-like transcription factor 14"
"619677","4930529C04Rik","zinc finger, BED domain containing 4 pseudogene"
"619688","Gm6092","adenylate kinase 1 pseudogene"
"619697","Vmn2r116","vomeronasal 2, receptor 116"
"619715","Gm6093","predicted gene 6093"
"619719","6430590A07Rik","RIKEN cDNA 6430590A07 gene"
"619734","Gm6096","predicted gene 6096"
"619743","Igkv4-56","immunoglobulin kappa chain variable 4-56"
"619750","Mif-ps3","macrophage migration inhibitory factor, pseudogene 3"
"619775","Vmn2r-ps134","vomeronasal 2, receptor, pseudogene 134"
"619780","Gm6100","fatty acid binding protein 5, epidermal pseudogene"
"619785","Gm6101","actinin alpha 4 pseudogene"
"619788","Vmn2r117","vomeronasal 2, receptor 117"
"619806","Igkv4-51","immunoglobulin kappa chain variable 4-51"
"619808","1700010L04Rik","RIKEN cDNA 1700010L04 gene"
"619824","Igkv12-49","immunoglobulin kappa chain variable 12-49"
"619829","Gm6104","high mobility group box 3 pseudogene"
"619833","Ighv1-69","immunoglobulin heavy variable 1-69"
"619842","Gm12633","zinc finger protein 352 pseudogene"
"619846","Igkv5-48","immunoglobulin kappa variable 5-48"
"619863","Gm6105","high mobility group box 2 pseudogene"
"619864","Vmn2r-ps94","vomeronasal 2, receptor, pseudogene 94"
"619883","Gm6109","predicted gene 6109"
"619886","Ighv1-71","immunoglobulin heavy variable 1-71"
"619900","Rps27a-ps2","ribosomal protein S27A, pseudogene 2"
"619906","Gm11920","predicted gene 11920"
"619909","Gm6112","high mobility group box 1-like pseudogene"
"619916","Ighv1-72","immunoglobulin heavy variable 1-72"
"619917","Gm6114","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"619941","Gm13770","predicted gene 13770"
"619945","Gm6116","predicted gene 6116"
"619960","Igkv12-41","immunoglobulin kappa chain variable 12-41"
"619973","Gm12538","predicted gene 12538"
"619974","Igkv5-40-1","immunoglobulin kappa chain variable 5-40-1"
"619980","Gm6119","GC-rich promoter binding protein 1-like 1 pseudogene"
"619991","Gm6121","predicted gene 6121"
"619994","Ighv1-77","immunoglobulin heavy variable 1-77"
"619996","Gm6122","aldo-keto reductase family 1, member B3 pseudogene"
"620009","Gm6123","pyruvate dehydrogenase (lipoamide) beta pseudogene"
"620016","Gm12669","glutaredoxin 3 pseudogene"
"620017","Igkv5-39","immunoglobulin kappa variable 5-39"
"620018","Gm6124","predicted gene 6124"
"620025","Gm6125","zinc finger, BED domain containing 4 pseudogene"
"620050","Igkv12-38","immunoglobulin kappa chain variable 12-38"
"620078","Sp140l2","Sp140 nuclear body protein like 2"
"620079","Gm17751","predicted gene, 17751"
"620088","Igkv18-36","immunoglobulin kappa chain variable 18-36"
"620105","Igkv1-35","immunoglobulin kappa variable 1-35"
"620110","Gm13666","ribosomal protein L7A pseudogene"
"620119","Gm6128","H3 histone, family 3A pseudogene"
"620126","Igkv8-34","immunoglobulin kappa variable 8-34"
"620132","Gm6129","predicted gene 6129"
"620137","Mrgprb13","MAS-related GPR, member B13"
"620140","Ighv1-83","immunoglobulin heavy variable 1-83"
"620147","Pvrig-ps","poliovirus receptor related immunoglobulin domain containing, pseudogene"
"620155","Gm6133","60S ribosomal protein L17 pseudogene"
"620156","Gm13409","interleukin 1 family, member 8 pseudogene"
"620189","Gm14371","predicted gene 14371"
"620191","Igkv6-29","immunoglobulin kappa chain variable 6-29"
"620205","Gm6135","prediticted gene 6135"
"620213","Gm6136","ribosomal protein L6 pseudogene"
"620228","Gm6137","ras homolog gene family, member A pseudogene"
"620235","Siglec15","sialic acid binding Ig-like lectin 15"
"620240","Igkv8-26","immunoglobulin kappa variable 8-26"
"620246","Gpr52","G protein-coupled receptor 52"
"620253","Dcpp3","demilune cell and parotid protein 3"
"620269","Gm12641","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"620283","Gm6140","poly(rC) binding protein 2 pseudogene"
"620290","Gm6141","B-cell leukemia/lymphoma 10 pseudogene"
"620292","Cntnap5c","contactin associated protein-like 5C"
"620297","Trav6n-6","T cell receptor alpha variable 6N-6"
"620313","Gm6142","tubulin cofactor a pseudogene"
"620325","Rpl13-ps4","ribosomal protein L13, pseudogene 4"
"620340","Rpl9-ps5","ribosomal protein L9, pseudogene 5"
"620376","Gm6145","predicted gene 6145"
"620387","Igkv8-22","immunoglobulin kappa chain variable 8-22"
"620393","Alkal1","ALK and LTK ligand 1"
"620395","Tdgf1-ps1","teratocarcinoma-derived growth factor, pseudogene 1"
"620400","Igkv8-21","immunoglobulin kappa variable 8-21"
"620401","Vmn1r240","vomeronasal 1 receptor 240"
"620408","Gm6149","lectin, galactose binding, soluble 8 pseudogene"
"620417","Gm6150","predicted gene 6150"
"620419","Zfp963","zinc finger protein 963"
"620454","Gm6153","predicted gene 6153"
"620480","Gm6155","predicted pseudogene 6155"
"620497","Gm6157","solute carrier family 5 (sodium-dependent vitamin transporter), member 6 pseudogene"
"620499","Gm6158","predicted gene 6158"
"620521","Gm6159","heterogeneous nuclear ribonucleoprotein R pseudogene"
"620537","Vmn1r94","vomeronasal 1 receptor 94"
"620542","Gm6161","heterogeneous nuclear ribonucleoprotein A3 pseudogene"
"620544","Gm13576","Parkinson disease 7 domain containing 1 pseudogene"
"620559","Gm12366","ribosomal protein S2 pseudogene"
"620570","Gm6162","ring finger 111 pseudogene"
"620574","Vmn1r241","vomeronasal 1 receptor 241"
"620592","Nalf2","NALCN channel auxiliary factor 2"
"620627","Sult2a-ps2","sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, pseudogene 2"
"620631","Ift70a2","intraflagellar transport 70A2"
"620641","Vmn2r-ps66","vomeronasal 2, receptor, pseudogene 66"
"620659","Gm6170","eukaryotic translation elongation factor 1 alpha 1 pseudogene"
"620661","Itpa-ps1","inosine triphosphatase (nucleoside triphosphate pyrophosphatase) pseudogene 1"
"620665","Gm6171","predicted gene 6171"
"620672","Vmn2r67","vomeronasal 2, receptor 67"
"620678","Gm12174","predicted gene 12174"
"620683","Vmn2r-ps68","vomeronasal 2, receptor, pseudogene 68"
"620693","Gm6173","tubulin, beta 4 pseudogene"
"620695","Gm13889","predicted gene 13889"
"620697","Vmn2r68","vomeronasal 2, receptor 68"
"620709","Lcn6","lipocalin 6"
"620725","Gm6174","fibrillarin pseudogene"
"620734","Gm6175","predicted gene 6175"
"620736","Gm6176","predicted gene 6176"
"620750","Gm6177","ribosomal protein L23A pseudogene"
"620758","Vmn1r160","vomeronasal 1 receptor 160"
"620760","2900079G21Rik","RIKEN cDNA 2900079G21 gene"
"620771","Gm16060","predicted pseudogene 16060"
"620772","Gm6180","cofilin 1, non-muscle pseudogene"
"620779","Gm12695","predicted gene 12695"
"620782","Gm6181","mitochondrial ribosomal protein S21 pseudogene"
"620790","Gm14443","predicted gene 14443"
"620807","Mup6","major urinary protein 6"
"620837","Gm6184","ring finger protein 26 pseudogene"
"620853","Gm6187","predicted gene 6187"
"620858","Gm13539","predicted gene 13539"
"620865","Gm14845","RNA binding protein pseudogene"
"620877","Gm12933","ribosomal protein S2 pseudogene"
"620882","Mup-ps2","major urinary protein, pseudogene 2"
"620883","Gm12696","predicted gene 12696"
"620899","Gm6189","GLE1 RNA export mediator pseudogene"
"620913","Gm12185","predicted gene 12185"
"620915","Gm6190","CDK5 and Abl enzyme substrate 2 pseudogene"
"620928","Vmn2r73","vomeronasal 2, receptor 73"
"620934","Ube2nl","ubiquitin-conjugating enzyme E2N-like"
"620942","Mup-ps6","major urinary protein, pseudogene 6"
"620946","Gm6192","eukaryotic translation elongation factor 1 alpha 1 pseudogene"
"620949","Dph3b-ps","diphthamide biosynthesis 3, pseudogene"
"620982","Mup-ps7","major urinary protein, pseudogene 7"
"620997","Mup-ps4","major urinary protein, pseudogene 4"
"621001","Rpl19-ps6","ribosomal protein L19, pseudogene 6"
"621017","Gm6197","predicted gene 6197"
"621020","Gm6198","R3H domain containing 2 pseudogene"
"621054","Tpm3-rs7","tropomyosin 3, related sequence 7"
"621080","AI429214","expressed sequence AI429214"
"621093","Mup-ps13","major urinary protein, pseudogene 13"
"621096","Vmn2r-ps86","vomeronasal 2, receptor, pseudogene 86"
"621100","Rpl27-ps3","ribosomal protein L27, pseudogene 3"
"621103","Gm6201","plastin 3 (T-isoform) pseudogene"
"621119","Rps11-ps1","ribosomal protein S11, pseudogene 1"
"621127","Mup-ps14","major urinary protein, pseudogene 14"
"621146","Gm13803","corepressor interacting with RBPJ, 1 pseudogene"
"621149","Gm6203","tubulin, alpha 1C pseudogene"
"621155","Gm6204","ribosomal protein S14 pseudogene"
"621156","Apoo-ps","apolipoprotein O, pseudogene"
"621203","Pramel58","PRAME like 58"
"621205","Gm6206","ring finger and WD repeat domain 2 (Rfwd2) pseudogene"
"621227","Gm12365","high mobility group box 2 pseudogene"
"621228","Gm15697","kinesin family member 11 pseudogene"
"621239","Nhlrc4","NHL repeat containing 4"
"621246","Gm6207","preferentially expressed antigen in melanoma-like 3 pseudogene"
"621269","Actg-ps1","actin, gamma, pseudogene 1"
"621304","Gm6209","predicted gene 6209"
"621306","Gm6210","heat shock protein 8 pseudogene"
"621312","Gm6211","fibrillarin pseudogene"
"621322","Pramex2","PRAME like, X-linked 2"
"621324","Gm6212","CD24a antigen pseudogene"
"621335","Gm6213","predicted gene 6213"
"621343","Gm6214","zinc finger, CCHC domain containing 10 pseudogene"
"621352","Gm6215","predicted pseudogene 6215"
"621353","Gm6216","glyceraldehyde-3-phosphate dehydrogenase pseudogene"
"621362","Gm6217","predicted gene 6217"
"621363","Gm6218","ribosomal protein L13 pseudogene"
"621364","Frg2f4","FSHD region gene 2 family member 4"
"621377","Aprt-ps","adenine phosphoribosyl transferase, pseudogene"
"621380","Gm6221","predicted pseudogene 6221"
"621381","Gm6222","predicted pseudogene 6222"
"621386","Gm13809","lactate dehydrogenase A pseudogene"
"621407","Gm9970","predicted gene 9970"
"621414","Tmem41b-ps","transmembrane protein 41B, pseudogene"
"621427","Gm10244","predicted gene 10244"
"621430","Vmn2r79","vomeronasal 2, receptor 79"
"621442","Gm14414","ribosomal protein S8 pseudogene"
"621446","Gm6226","non-catalytic region of tyrosine kinase adaptor protein 2 pseudogene"
"621458","Rpl23a-ps6","ribosomal protein 23A, pseudogene 6"
"621462","Gm6227","predicted gene 6227"
"621467","Gm6228","preferentially expressed antigen in melanoma-like 3 pseudogene"
"621477","Gm6230","ribosomal protein S4, X-linked pseudogene"
"621486","Rpl31-ps2","ribosomal protein L31, pseudogene 2"
"621495","Krtap28-10","keratin associated protein 28-10"
"621501","Gm6235","profilin 1 pseudogene"
"621510","Vmn1r129","vomeronasal 1 receptor 129"
"621549","Gm11783","predicted gene 11783"
"621561","Vmn1r127","vomeronasal 1 receptor 127"
"621562","Gm6240","predicted gene 6240"
"621573","Gm12700","predicted gene 12700"
"621580","Gm21953","predicted gene, 21953"
"621588","Gm12943","40S ribosomal protein S28 pseudogene"
"621603","Aldh3b2","aldehyde dehydrogenase 3 family, member B2"
"621605","Gbp2-ps","guanylate binding protein 2, pseudogene"
"621614","Gm6244","heterogeneous nuclear ribonucleoprotein A1 pseudogene"
"621628","Cldn20","claudin 20"
"621629","Gm6245","UBX domain protein 2A pseudogene"
"621666","Gm6248","polycomb group RING finger protein 4 pseudogene"
"621677","Gm6249","predicted gene 6249"
"621697","Rpl32l","ribosomal protein L32-like"
"621699","Gm6252","ribosomal protein S7 pseudogene"
"621705","Gemin6-ps","gem nuclear organelle associated protein 6, pseudogene"
"621710","Gm6254","heterogeneous nuclear ribonucleoprotein A3 pseudogene"
"621740","B020010K11Rik","RIKEN cDNA B020010K11 gene"
"621763","Gm6257","DnaJ (Hsp40) homolog, subfamily C, member 17 pseudogene"
"621809","Gm6260","predicted gene 6260"
"621815","Gm6261","mitochondrial ribosomal protein L47 pseudogene"
"621818","Gm9785","polycomb group ring finger 6 pseudogene"
"621823","Psme2b","protease (prosome, macropain) activator subunit 2B"
"621824","Gm6263","integrin linked kinase pseudogene"
"621832","Nutf2-ps2","nuclear transport factor 2, pseudogene 2"
"621835","Gm6264","predicted gene 6264"
"621842","Gm6266","ribosomal protein S2 pseudogene"
"621852","Rhox3f","reproductive homeobox 3F"
"621858","Gm11805","high mobility group box 3 pseudogene"
"621875","A530040E14Rik","RIKEN cDNA A530040E14 gene"
"621880","Gm12387","PDZ binding kinase pseudogene"
"621893","H2ac21","H2A clustered histone 21"
"621901","Ct47","cancer/testis antigen 47"
"621903","Dppa3-ps","developmental pluripotency-associated 3, pseudogene"
"621953","Gm6270","predicted gene 6270"
"621961","Anp32b-ps1","Bacidic (leucine-rich) nuclear phosphoprotein 32 family, member B, pseudogene 1"
"621968","Trbv1","T cell receptor beta, variable 1"
"621976","Tmem170b","transmembrane protein 170B"
"621983","Rpl7-ps9","ribosomal protein L7, pseudogene 9"
"621984","Gm6275","glycogen synthase kinase 3 alpha pseudogene"
"621988","Gm6276","ribosomal protein L19 pseudogene"
"621998","Gm6277","predicted gene 6277"
"622000","Gm6278","ribosomal protein, large, P0 pseudogene"
"622019","Gm11780","predicted gene 11780"
"622032","Vmn1r167","vomeronasal 1 receptor 167"
"622037","B930092H01Rik","RIKEN cDNA B930092H01 gene"
"622070","Gm15133","predicted gene 15133"
"622082","Gm6284","bromodomain adjacent to zinc finger domain, 2A pseudogene"
"622098","Gm6285","predicted gene 6285"
"622102","Gm6286","ribosomal protein L7A pseudogene"
"622117","Triml2","tripartite motif family-like 2"
"622124","Gm20750","predicted gene, 20750"
"622127","Cyp3a57","cytochrome P450, family 3, subfamily a, polypeptide 57"
"622129","Gm6288","predicted gene 6288"
"622139","Clca4c-ps","chloride channel accessory 4C, pseudogene"
"622146","Gm6290","predicted gene 6290"
"622159","Gm6292","spermine synthase pseudogene"
"622167","Gm12718","predicted gene 12718"
"622175","E430024I08Rik","RIKEN cDNA E430024I08 gene"
"622202","Rpl30-ps9","ribosomal protein L30, pseudogene 9"
"622204","Gm6296","heterogeneous nuclear ribonucleoprotein A1 pseudogene"
