"GeneID","Symbol","Description"
"258749","Or52i2","olfactory receptor family 52 subfamily J member 2"
"258750","Or52p2","olfactory receptor family 52 subfamily P member 2"
"258751","Or52ae7","olfactory receptor family 52 subfamily AE member 7"
"258752","Or51f1d","olfactory receptor family 51 subfamily F member 1D"
"258753","Or52e5","olfactory receptor family 52 subfamily E member 5"
"258754","Or6d14","olfactory receptor family 6 subfamily D member 14"
"258755","Or52e15","olfactory receptor family 52 subfamily E member 15"
"258756","Or6p1","olfactory receptor family 6 subfamily P member 1"
"258757","Or9g19","olfactory receptor family 9 subfamily G member 19"
"258758","Or10j7","olfactory receptor family 10 subfamily J member 7"
"258759","Or10j27","olfactory receptor family 10 subfamily J member 27"
"258762","Or5aq6","olfactory receptor family 5 subfamily AQ member 6"
"258763","Or8i2","olfactory receptor family 8 subfamily I member 2"
"258764","Or8h9","olfactory receptor family 8 subfamily H member 9"
"258765","Or5aq1","olfactory receptor family 5 subfamily AQ member 1"
"258766","Or5aq7","olfactory receptor family 5 subfamily AQ member 7"
"258767","Or5d46","olfactory receptor family 5 subfamily D member 46"
"258768","Or4c102","olfactory receptor family 4 subfamily C member 102"
"258769","Or5p80","olfactory receptor family 5 subfamily P member 80"
"258770","Or5p52","olfactory receptor family 5 subfamily P member 52"
"258771","Or5p53","olfactory receptor family 5 subfamily P member 53"
"258772","Or6c74","olfactory receptor family 6 subfamily C member 74"
"258773","Or6c219","olfactory receptor family 6 subfamily C member 219"
"258774","Or4p8","olfactory receptor family 4 subfamily P member 8"
"258775","Or5h26","olfactory receptor family 5 subfamily H member 26"
"258776","Or2d2","olfactory receptor family 2 subfamily D member 2"
"258777","Or8b55","olfactory receptor family 8 subfamily B member 55"
"258778","Or8b54","olfactory receptor family 8 subfamily B member 54"
"258780","Or8b51","olfactory receptor family 8 subfamily B member 51"
"258781","Or8b1d","olfactory receptor family 8 subfamily B member 1D"
"258782","Or8b50","olfactory receptor family 8 subfamily B member 50"
"258783","Or8b53","olfactory receptor family 8 subfamily B member 53"
"258784","Or4a72","olfactory receptor family 4 subfamily A member 72"
"258785","Or4c123","olfactory receptor family 4 subfamily C member 123"
"258786","Or4a39","olfactory receptor family 4subfamily A member 39"
"258787","Or4a75","olfactory receptor family 4 subfamily A member 75"
"258788","Or4a73","olfactory receptor family 4 subfamily A member 73"
"258789","Or4b12","olfactory receptor family 4 subfamily B member 12"
"258790","Or4c52","olfactory receptor family 4 subfamily C member 52"
"258791","Or6c216","olfactory receptor family 6 subfamily C member 216"
"258792","Or9i14","olfactory receptor family 9 subfamily I member 14"
"258793","Or9i1","olfactory receptor family 9 subfamily I member 1"
"258794","Or8b4","olfactory receptor family 8 subfamily B member 4"
"258797","Or8b1b","olfactory receptor family 8 subfamily B member 1B"
"258798","Or8b43","olfactory receptor family 8 subfamily B member 43"
"258799","Or8b1","olfactory receptor family 8 subfamily B member 1"
"258800","Or8b1c","olfactory receptor family 8 subfamily B member 1C"
"258801","Or8b44","olfactory receptor family 8 subfamily B member 44"
"258802","Or8c8","olfactory receptor family 8 subfamily C member 8"
"258803","Or2n1d","olfactory receptor family 2 subfamily N member 1D"
"258804","Or4a68","olfactory receptor family 4 subfamily A member 68"
"258805","Or4d10c","olfactory receptor family 4 subfamily D member 10C"
"258806","Or8b48","olfactory receptor family 8 subfamily B member 48"
"258807","Or8b46","olfactory receptor family 8 subfamily B member 46"
"258808","Or51v14","olfactory receptor family 51 subfamily V member 14"
"258809","Or52h9","olfactory receptor family 52 subfamily H member 9"
"258810","Or52n3","olfactory receptor family 52 subfamily N member 3"
"258811","Or8d2b","olfactory receptor family 8 subfamily D member 2D"
"258812","Or8b56","olfactory receptor family 8 subfamily B member 56"
"258814","Or5l13","olfactory receptor family 5 subfamily L member 13"
"258815","Or4c113","olfactory receptor family 4 subfamily C member 113"
"258816","Or9s18","olfactory receptor family 9 subfamily S member 18"
"258817","Or52ac1","olfactory receptor family 52 subfamily AC member 1"
"258818","Or52ae9","olfactory receptor family 52 subfamily AE member 9"
"258819","Or51i1","olfactory receptor family 51 subfamily I member 1D"
"258820","Or4p22","olfactory receptor family 4 subfamily P member 22"
"258821","Or13c3","olfactory receptor family 13 subfamily C member 3"
"258822","Or7d9","olfactory receptor family 7 subfamily D member 9"
"258823","Or8g54","olfactory receptor family 8 subfamily G member 54"
"258824","Or8b57","olfactory receptor family 8 subfamily B member 57"
"258825","Or10d5","olfactory receptor family 10 subfamily D member 5"
"258826","Or8g19","olfactory receptor family 8 subfamily G member 19"
"258828","Or2n1b","olfactory receptor family 2 subfamily N member 1B"
"258829","Or2n1","olfactory receptor family 2 subfamily N member 1"
"258830","Or12d13","olfactory receptor family 12 subfamily D member 13"
"258831","Or12d12","olfactory receptor family 12 subfamily D member 12"
"258832","Or12d17","olfactory receptor family 12 subfamily D member 17"
"258833","Or8w1","olfactory receptor family 8 subfamily U member 1"
"258834","Or12e7","olfactory receptor family 12 subfamily E member 7"
"258835","Or10ag60","olfactory receptor family 10 subfamily AG member 60"
"258836","Or13c25","olfactory receptor family 13 subfamily C member 25"
"258837","Or55b10","olfactory receptor family 55 subfamily B member 10"
"258838","Or52z12","olfactory receptor family 52 subfamily Z member 12"
"258840","Or8h7","olfactory receptor family 8 subfamily H member 7"
"258841","Or5aq1b","olfactory receptor family 5 subfamily AQ member 1B"
"258842","Or8h8","olfactory receptor family 8 subfamily H member 8"
"258843","Or8k3b","olfactory receptor family 8 subfamily K member 3B"
"258844","Or8k40","olfactory receptor family 8 subfamily K member 40"
"258845","Or5d35","olfactory receptor family 5 subfamily D member 35"
"258846","Or5l14","olfactory receptor family 5 subfamily L member 14"
"258850","Or14c41","olfactory receptor family 14 subfamily C member 41"
"258851","Or13p5","olfactory receptor family 13 subfamily P member 5"
"258852","Or13p3","olfactory receptor family 13 subfamily P member 3"
"258853","Or10s1","olfactory receptor family 10 subfamily S member 1"
"258854","Or8d4","olfactory receptor family 8 subfamily D member 4"
"258856","Or13c9","olfactory receptor family 13 subfamily C member 9"
"258857","Or13f5","olfactory receptor family 13 subfamily F member 5"
"258858","Or7c19","olfactory receptor family 7 subfamily C member 19"
"258859","Or1f19","olfactory receptor family 1 subfamily F member 19"
"258861","Or10p21","olfactory receptor family 10 subfamily P member 21"
"258862","Or6c201","olfactory receptor family 6 subfamily C member 201"
"258863","Or6c38","olfactory receptor family 6 subfamily C member 38"
"258865","Or5ak22","olfactory receptor family 5 subfamily AK member 22"
"258866","Or8k16","olfactory receptor family 8 subfamily K member 16"
"258867","Or2y3","olfactory receptor family 2 subfamily Y member 3"
"258868","Or8c16","olfactory receptor family 8 subfamily C member 16"
"258869","Or8b3","olfactory receptor family 8 subfamily B member 3"
"258871","Or8c20","olfactory receptor family 8 subfamily C member 20"
"258872","Olfr908","olfactory receptor 908"
"258873","Or8b47","olfactory receptor family 8 subfamily B member 47"
"258875","Or8c17","olfactory receptor family 8 subfamily C member 17"
"258877","Or2t26","olfactory receptor family 2 subfamily T member 26"
"258879","Or2t48","olfactory receptor family 2 subfamily T member 48"
"258880","Or10j3","olfactory receptor family 10 subfamily J member 3B"
"258881","Or10j3b","olfactory receptor family 10 subfamily J member 3B"
"258882","Or8b12","olfactory receptor family 8 subfamily B member 12"
"258883","Or8b12c","olfactory receptor family 8 subfamily B member 12C"
"258886","Or4k49","olfactory receptor family 4 subfamily K member 49"
"258887","Or4k44","olfactory receptor family 4 subfamily K member 44"
"258888","Or4k48","olfactory receptor family 4 subfamily K member 48"
"258889","Or4k51","olfactory receptor family 4 subfamily K member 51"
"258890","Or4k47","olfactory receptor family 4 subfamily K member 47"
"258891","Or4k52","olfactory receptor family 4 subfamily K member 52"
"258892","Or14j5","olfactory receptor family 14 subfamily J member 5"
"258893","Or4c120","olfactory receptor family 4 subfamily C member 120"
"258894","Or4c118","olfactory receptor family 4 subfamily C member 118"
"258895","Or4c111","olfactory receptor family 4 subfamily C member 111"
"258896","Or4c11","olfactory receptor family 4 subfamily C member 11"
"258897","Or4c11b","olfactory receptor family 4 subfamily C member 11B"
"258898","Or4c11c","olfactory receptor family 4 subfamily C member 11C"
"258899","Or4c109","olfactory receptor family 4 subfamily C member 109"
"258900","Or4c108","olfactory receptor family 4 subfamily C member 108"
"258901","Or4c114","olfactory receptor family 4 subfamily C member 114"
"258902","Or4c115","olfactory receptor family 4 subfamily C member 115"
"258903","Or4c112","olfactory receptor family 4 subfamily C member 112"
"258904","Or4c116","olfactory receptor family 4 subfamily C member 116"
"258905","Or7h8","olfactory receptor family 7 subfamily H member 8"
"258907","Or7g32","olfactory receptor family 7 subfamily G member 32"
"258908","Or7g33","olfactory receptor family 7 subfamily G member 33"
"258909","Or4k38","olfactory receptor family 4 subfamily K member 38"
"258910","Or4k36","olfactory receptor family 4 subfamily K member 36"
"258912","Or1ad6","olfactory receptor family 1 subfamily AD member 6"
"258913","Or1ad1","olfactory receptor family 1 subfamily AD member 1"
"258914","Or13a1","olfactory receptor family 13 subfamily A member 1"
"258915","Or6z1","olfactory receptor family 6 subfamily Z member 1"
"258917","Or6z3","olfactory receptor family 6 subfamily Z member 3"
"258918","Or6z5","olfactory receptor family 6 subfamily Z member 5"
"258919","Or4p18","olfactory receptor family 4 subfamily P member 18"
"258920","Or4p19","olfactory receptor family 4 subfamily P member 19"
"258921","Or4c101","olfactory receptor family 4 subfamily C member 101"
"258922","Or2k2","olfactory receptor family 2 subfamily K member 2"
"258923","Or1e16","olfactory receptor family 1 subfamily E member 16"
"258924","Or1e1c","olfactory receptor family 1 subfamily E member 1C"
"258925","Or1e1","olfactory receptor family 1 subfamily E member 1"
"258926","Or5p55","olfactory receptor family 5 subfamily P member 55"
"258927","Or5p4","olfactory receptor family 5 subfamily P member 4"
"258928","Or5p56","olfactory receptor family 5 subfamily P member 56"
"258929","Or6c209","olfactory receptor family 6 subfamily C member 209"
"258930","Or6c65","olfactory receptor family 6 subfamily C member 65"
"258931","Or6c214","olfactory receptor family 6 subfamily C member 214"
"258932","Or6c2","olfactory receptor family 6 subfamily C member 2"
"258933","Or10p1","olfactory receptor family 10 subfamily P member 1"
"258934","Or6c1","olfactory receptor family 6 subfamily C member 1"
"258935","Or6c75","olfactory receptor family 6 subfamily C member 75"
"258937","Or2l5","olfactory receptor family 2 subfamily L member 5"
"258938","Or10v5","olfactory receptor family 10 subfamily V member 5"
"258939","Or10h28","olfactory receptor family 10 subfamily H member 28"
"258940","Or1j17","olfactory receptor family 1 subfamily J member 17"
"258941","Or1n2","olfactory receptor family 1 subfamily N member 2"
"258942","Or1j20","olfactory receptor family 1 subfamily J member 20"
"258943","Or1n1b","olfactory receptor family 1 subfamily N member 1B"
"258944","Or1n1","olfactory receptor family 1 subfamily N member 1"
"258945","Or1j18","olfactory receptor family 1 subfamily J member 18"
"258946","Or1j19","olfactory receptor family 1 subfamily J member 19"
"258947","Or1j16","olfactory receptor family 1 subfamily J member 16"
"258949","Or1j10","olfactory receptor family 1 subfamily J member 10"
"258950","Or1j14","olfactory receptor family 1 subfamily J member 14"
"258951","Or1j11","olfactory receptor family 1 subfamily E member 1"
"258952","Or1j13","olfactory receptor family 1 subfamily J member 13"
"258953","Or1j12","olfactory receptor family 1 subfamily J member 12"
"258954","Or6ae1","olfactory receptor family 6 subfamily AE member 1"
"258955","Or2j6","olfactory receptor family 2 subfamily J member 6"
"258956","Or13a22","olfactory receptor family 13 subfamily A member 22"
"258958","Or13a19","olfactory receptor family 13 subfamily A member 19"
"258959","Or2aj5","olfactory receptor family 2 subfamily AJ member 5"
"258960","Or2aj6","olfactory receptor family 2 subfamily AJ member 6"
"258961","Or51m1","olfactory receptor family 51 subfamily M member 1"
"258962","Or13a20","olfactory receptor family 13 subfamily A member 20"
"258963","Or13a25","olfactory receptor family 13 subfamily A member 25"
"258964","Or13a26","olfactory receptor family 13 subfamily A member 26"
"258967","Or4a77","olfactory receptor family 4 subfamily A member 77"
"258968","Or4a74","olfactory receptor family 4 subfamily A member 74"
"258969","Or4c121","olfactory receptor family 4 subfamily C member 121"
"258970","Or4a70","olfactory receptor family 4 subfamily A member 70"
"258971","Or4a71","olfactory receptor family 4 subfamily A member 71"
"258972","Or4a2","olfactory receptor family 4 subfamily A member 2"
"258973","Or4c122","olfactory receptor family 4 subfamily C member 122"
"258974","Or4c125","olfactory receptor family 4 subfamily C member 125"
"258975","Or4a15","olfactory receptor family 4 subfamily A member 15"
"258976","Or4c127","olfactory receptor family 4 subfamily C member 127"
"258977","Or4b1c","olfactory receptor family 4 subfamily B member 1C"
"258979","Or4c12b","olfactory receptor family 4 subfamily C member 12B"
"258980","Or4c10","olfactory receptor family 4 subfamily C member 10"
"258982","Or4b1b","olfactory receptor family 4 subfamily B member 1B"
"258983","Or4c35","olfactory receptor family 4 subfamily C member 35"
"258984","Or4c10b","olfactory receptor family 4 subfamily C member 10B"
"258985","Or4a47","olfactory receptor family 4 subfamily A member 47"
"258987","Or4b1","olfactory receptor family 4 subfamily B member 1"
"258988","Or2f1b","olfactory receptor family 2 subfamily F member 1B"
"258989","Or2r3","olfactory receptor family 2 subfamily R member 3"
"258990","Or2a25","olfactory receptor family 2 subfamily A member 25"
"258991","Or1s2","olfactory receptor family 1 subfamily S member 1"
"258992","Or10q1","olfactory receptor family 10 subfamily Q member 1"
"258993","Or5ac24","olfactory receptor family 5 subfamily AC member 24"
"258994","Or5ac22","olfactory receptor family 5 subfamily AC member 22"
"258996","Or5ac19","olfactory receptor family 5 subfamily AC member 19"
"258997","Or5ac20","olfactory receptor family 5 subfamily AC member 20"
"258998","Or5k14","olfactory receptor family 5 subfamily K member 14"
"258999","Or5k15","olfactory receptor family 5 subfamily J member 15"
"259000","Or5k3","olfactory receptor family 5 subfamily K member 3"
"259001","Or5k17","olfactory receptor family 5 subfamily K member 17"
"259002","Or5k1","olfactory receptor family 5 subfamily K member 1"
"259003","Or5k1b","olfactory receptor family 5 subfamily K member 1B"
"259004","Or5k8","olfactory receptor family 5 subfamily K member 8"
"259005","Or3a10","olfactory receptor family 3 subfamily A member 10"
"259006","Or3a4","olfactory receptor family 3 subfamily A member 4"
"259007","Or1e35","olfactory receptor family 1 subfamily E member 35"
"259008","Or1e32","olfactory receptor family 1 subfamily E member 32"
"259009","Or1e34","olfactory receptor family 1 subfamily E member 34"
"259010","Or1e33","olfactory receptor family 1 subfamily E member 33"
"259011","Or1e29","olfactory receptor family 1 subfamily E member 29"
"259012","Or5j3","olfactory receptor family 5 subfamily J member 3"
"259013","Or8u9","olfactory receptor family 8 subfamily U member 9"
"259014","Or8k3","olfactory receptor family 8 subfamily K member 3"
"259016","Or8k17","olfactory receptor family 8 subfamily K member 17"
"259017","Or5ar1","olfactory receptor family 5 subfamily AR member 1"
"259018","Or8k18","olfactory receptor family 8 subfamily K member 18"
"259019","Or8j3","olfactory receptor family 8 subfamily J member 3"
"259020","Or8k23","olfactory receptor family 8 subfamily K member 23"
"259021","Or8k22","olfactory receptor family 8 subfamily K member 22"
"259022","Or8k25","olfactory receptor family 8 subfamily K member 25"
"259023","Or8k53","olfactory receptor family 8 subfamily K member 53"
"259024","Or1e22","olfactory receptor family 1 subfamily E member 22"
"259025","Or1e26","olfactory receptor family 1 subfamily E member 26"
"259026","Or1e19","olfactory receptor family 1 subfamily E member 19"
"259027","Or1e21","olfactory receptor family 1 subfamily E member 21"
"259028","Or13a21","olfactory receptor family 13 subfamily A member 21"
"259030","Or10ag58","olfactory receptor family 10 subfamily AG member 58"
"259031","Or12e8","olfactory receptor family 12 subfamily E member 8"
"259032","Or5w1","olfactory receptor family 5 subfamily W member 1"
"259033","Or10ag57","olfactory receptor family 10 subfamily AG member 57"
"259034","Or2ag1","olfactory receptor family 2 subfamily AG member 1"
"259035","Or10a2","olfactory receptor family 10 subfamily A member 2"
"259036","Or10a5","olfactory receptor family 10 subfamily A member 5"
"259037","Or6b6","olfactory receptor family 6 subfamily B member 6"
"259038","Or8s2","olfactory receptor family 8 subfamily S member 2"
"259039","Or9s23","olfactory receptor family 9 subfamily S member 23"
"259040","Or6b2","olfactory receptor family 6 subfamily B member 2"
"259041","Or6b3","olfactory receptor family 6 subfamily B member 3"
"259042","Or7a35","olfactory receptor family 7 subfamily A member 35"
"259044","Or7a37","olfactory receptor family 7 subfamily A member 37"
"259045","Or52n5","olfactory receptor family 52 subfamily N member 5"
"259046","Or56a3","olfactory receptor family 56 subfamily A member 3"
"259047","Or56a5","olfactory receptor family 56 subfamily A member 5"
"259048","Or52ad1","olfactory receptor family 52 subfamily AD member 1"
"259049","Or52z13","olfactory receptor family 52 subfamily Z member 13"
"259050","Or52h7","olfactory receptor family 52 subfamily H member 7"
"259051","Or52n4","olfactory receptor family 52 subfamily N member 4"
"259052","Or52n20","olfactory receptor family 52 subfamily N member 20"
"259053","Or1b1","olfactory receptor family 1 subfamily B member 1"
"259054","Or52e2","olfactory receptor family 52 subfamily E member 2"
"259055","Or52r1b","olfactory receptor family 52 subfamily R member 1B"
"259056","Or52r1c","olfactory receptor family 52 subfamily R member 1C"
"259057","Or52h2","olfactory receptor family 52 subfamily H member 2"
"259058","Or52d1","olfactory receptor family 52 subfamily D member 1"
"259061","Or52n2c","olfactory receptor family 52 subfamily N member 2C"
"259062","Or52n2b","olfactory receptor family 52 subfamily N member 2B"
"259063","Or52b2","olfactory receptor family 52 subfamily B member 2"
"259064","Or2b4","olfactory receptor family 2 subfamily B member 4"
"259066","Or2at4","olfactory receptor family 2 subfamily AT member 4"
"259067","Or6b1","olfactory receptor family 6 subfamily B member 1"
"259068","Or2y17","olfactory receptor family 2 subfamily Y member 17"
"259069","Or2y1d","olfactory receptor family 2 subfamily Y member 1D"
"259070","Or7g17","olfactory receptor family 7 subfamily G member 17"
"259071","Or2l13","olfactory receptor family 2 subfamily L member 13"
"259072","Or52x1","olfactory receptor family 52 subfamily X member 1"
"259073","Or52e19b","olfactory receptor family 52 subfamily E member 19B"
"259074","Or7a36","olfactory receptor family 7 subfamily A member 36"
"259075","Or51i2","olfactory receptor family 51 subfamily I member 2"
"259078","Or52p1","olfactory receptor family 52 subfamily P member 1"
"259080","Or52z14","olfactory receptor family 52 subfamily Z member 14"
"259081","Or51a42","olfactory receptor family 51 subfamily A member 42"
"259082","Or8j3c","olfactory receptor family 8 subfamily J member 3C"
"259083","Or52b4","olfactory receptor family 52 subfamily B member 4"
"259084","Or51ah3","olfactory receptor family 51 subfamily AH member 3"
"259085","Or51ag1","olfactory receptor family 51 subfamily AG member 1"
"259086","Or51af1","olfactory receptor family 51 subfamily AF member 1"
"259087","Or52a33","olfactory receptor family 52 subfamily A member 33"
"259088","Or51k1","olfactory receptor family 51 subfamily K member 1"
"259089","Or51s1","olfactory receptor family 51 subfamily S member 1"
"259091","Or51f1e","olfactory receptor family 51 subfamily F member 1E"
"259092","Or52r1","olfactory receptor family 52 subfamily R member 1"
"259093","Or51h5","olfactory receptor family 51 subfamily H member 5"
"259094","Or51p1","olfactory receptor family 51 subfamily P member 1"
"259095","Or51f2","olfactory receptor family 51 subfamily F member 2"
"259096","Or51f5","olfactory receptor family 51 subfamily F member 5"
"259097","Or51e1","olfactory receptor family 51 subfamily E member 1"
"259098","Or51l14","olfactory receptor family 51 subfamily L member 14"
"259099","Or52e7","olfactory receptor family 52 subfamily E member 7"
"259100","Or52n2","olfactory receptor family 52 subfamily N member 2"
"259102","Or51l4","olfactory receptor family 51 subfamily L member 4"
"259103","Or51ac3","olfactory receptor family 51 subfamily AC member 3"
"259104","Or51ab3","olfactory receptor family 51 subfamily AB member 3"
"259105","Or52b3","olfactory receptor family 52 subfamily B member 3"
"259106","Or52k2","olfactory receptor family 52 subfamily K member 2"
"259107","Or51h1","olfactory receptor family 51 subfamily H member 1"
"259108","Or51r1","olfactory receptor family 51 subfamily R member 1"
"259109","Or10g7","olfactory receptor family 10 subfamily G member 7"
"259110","Or10g9b","olfactory receptor family 10 subfamily G member 9B"
"259111","Or8d6","olfactory receptor family 8 subfamily D member 6"
"259112","Or10g9","olfactory receptor family 10 subfamily G member 9"
"259113","Or51g2","olfactory receptor family 51 subfamily G member 2"
"259114","Or51a8","olfactory receptor family 51 subfamily A member 8"
"259115","Or51a5","olfactory receptor family 51 subfamily A member 5"
"259116","Or51a25","olfactory receptor family 51 subfamily A member 25"
"259117","Or51f23b","olfactory receptor family 51 subfamily F member 23B"
"259118","Or51a6","olfactory receptor family 51 subfamily A member 6"
"259119","Or51g1","olfactory receptor family 51 subfamily G member 1"
"259122","Or51q1","olfactory receptor family 51 subfamily Q member 1"
"259123","Or51ai2","olfactory receptor family 51 subfamily AI member 2"
"259124","Or51q1c","olfactory receptor family 51 subfamily Q member 1C"
"259125","Or51a43","olfactory receptor family 51 subfamily A member 43"
"259126","Or51b6b","olfactory receptor family 51 subfamily B member 6B"
"259137","Or8o1-ps1","olfactory receptor family 8 subfamily O member 1, pseudogene 1"
"259138","Or5ac18","olfactory receptor family 5 subfamily AC member 18"
"259140","Or8k26-ps1","olfactory receptor family 8 subfamily K member 26, pseudogene 1"
"259142","Or10i1-ps1","olfactory receptor family 10 subfamily I member 1, pseudogene 1"
"259143","Or52n4b","olfactory receptor family 52 subfamily N member 4B"
"259144","Or2r2","olfactory receptor family 2 subfamily R member 2"
"259145","Or4a78","olfactory receptor family 4 subfamily A member 78"
"259147","Or4l1","olfactory receptor family 4 subfamily L member 1"
"259148","Or2t29","olfactory receptor family 2 subfamily T member 29"
"259151","Or8u10","olfactory receptor family 8 subfamily U member 10"
"259157","Or51u1-ps1","olfactory receptor family 51 subfamily U member 1, pseudogene 1"
"259159","Or52a24","olfactory receptor family 52 subfamily A member 24"
"259161","Or56b34","olfactory receptor family 56 subfamily B member 34"
"259162","Or6k14","olfactory receptor family 6 subfamily K member 14"
"259163","Or7a38","olfactory receptor family 7 subfamily A member 38"
"259165","Or6c70","olfactory receptor family 6 subfamily C member 70"
"259172","Mfrp","membrane frizzled-related protein"
"259277","Klk8","kallikrein related-peptidase 8"
"259279","Tubgcp3","tubulin, gamma complex component 3"
"259300","Ehd2","EH-domain containing 2"
"259301","Leap2","liver-expressed antimicrobial peptide 2"
"259302","Srgap3","SLIT-ROBO Rho GTPase activating protein 3"
"260296","Trim61","tripartite motif-containing 61"
"260297","Prrt1","proline-rich transmembrane protein 1"
"260298","Fev","FEV transcription factor, ETS family member"
"260299","Cadm4","cell adhesion molecule 4"
"260301","Otos","otospiralin"
"260302","Gga3","golgi associated, gamma adaptin ear containing, ARF binding protein 3"
"260305","Nphp4","nephronophthisis 4 (juvenile) homolog (human)"
"260315","Nav3","neuron navigator 3"
"260347","Gm5037","frataxin pseudogene"
"260348","Gm12222","acyl-CoA-binding protein ACBP pseudogene"
"260408","Prss45","serine protease 45"
"260409","Cdc42ep3","CDC42 effector protein 3"
"260423","H3c7","H3 clustered histone 7"
"263305","Gm5038","piggyBac transposable element derived 2 (Pgbd2) pseudogene"
"263406","Plekhg3","pleckstrin homology domain containing, family G (with RhoGef domain) member 3"
"26356","Ing1","inhibitor of growth family, member 1"
"26357","Abcg2","ATP binding cassette subfamily G member 2 (Junior blood group)"
"26358","Aldh1a7","aldehyde dehydrogenase family 1, subfamily A7"
"26359","Anxa10","annexin A10"
"26360","Angptl2","angiopoietin-like 2"
"26361","Avpr1b","arginine vasopressin receptor 1B"
"26362","Axl","AXL receptor tyrosine kinase"
"26363","Btd","biotinidase"
"26364","Adgre5","adhesion G protein-coupled receptor E5"
"26365","Ceacam1","CEA cell adhesion molecule 1"
"26366","Ceacam10","CEA cell adhesion molecule 10"
"26367","Ceacam2","CEA cell adhesion molecule 2"
"26368","Ceacam9","CEA cell adhesion molecule 9"
"26369","Cetn1","centrin 1"
"26370","Cetn2","centrin 2"
"26371","Ciao1","cytosolic iron-sulfur protein assembly 1"
"26372","Clcn6","chloride channel, voltage-sensitive 6"
"26373","Clcn7","chloride channel, voltage-sensitive 7"
"26374","Cop1","COP1, E3 ubiquitin ligase"
"263764","Creg2","cellular repressor of E1A-stimulated genes 2"
"26377","Dapp1","dual adaptor for phosphotyrosine and 3-phosphoinositides 1"
"26378","Decr2","2-4-dienoyl-Coenzyme A reductase 2, peroxisomal"
"26379","Esrra","estrogen related receptor, alpha"
"26380","Esrrb","estrogen related receptor, beta"
"263803","Pkn3","protein kinase N3"
"26381","Esrrg","estrogen-related receptor gamma"
"26382","Fgd2","FYVE, RhoGEF and PH domain containing 2"
"26383","Fto","FTO alpha-ketoglutarate dependent dioxygenase"
"26384","Gnpda1","glucosamine-6-phosphate deaminase 1"
"26385","Grk6","G protein-coupled receptor kinase 6"
"26386","Hsf4","heat shock transcription factor 4"
"263876","Spata2","spermatogenesis associated 2"
"26388","Ifi202b","interferon activated gene 202B"
"26390","Mapkbp1","mitogen-activated protein kinase binding protein 1"
"26394","Lypla2","lysophospholipase 2"
"26395","Map2k1","mitogen-activated protein kinase kinase 1"
"26396","Map2k2","mitogen-activated protein kinase kinase 2"
"26397","Map2k3","mitogen-activated protein kinase kinase 3"
"26398","Map2k4","mitogen-activated protein kinase kinase 4"
"26399","Map2k6","mitogen-activated protein kinase kinase 6"
"26400","Map2k7","mitogen-activated protein kinase kinase 7"
"26401","Map3k1","mitogen-activated protein kinase kinase kinase 1"
"26403","Map3k11","mitogen-activated protein kinase kinase kinase 11"
"26404","Map3k12","mitogen-activated protein kinase kinase kinase 12"
"26405","Map3k2","mitogen-activated protein kinase kinase kinase 2"
"26406","Map3k3","mitogen-activated protein kinase kinase kinase 3"
"264064","Cdk8","cyclin dependent kinase 8"
"26407","Map3k4","mitogen-activated protein kinase kinase kinase 4"
"26408","Map3k5","mitogen-activated protein kinase kinase kinase 5"
"26409","Map3k7","mitogen-activated protein kinase kinase kinase 7"
"26410","Map3k8","mitogen-activated protein kinase kinase kinase 8"
"26411","Map4k1","mitogen-activated protein kinase kinase kinase kinase 1"
"26412","Map4k2","mitogen-activated protein kinase kinase kinase kinase 2"
"26413","Mapk1","mitogen-activated protein kinase 1"
"264134","Ift56","intraflagellar transport 56"
"26414","Mapk10","mitogen-activated protein kinase 10"
"26415","Mapk13","mitogen-activated protein kinase 13"
"26416","Mapk14","mitogen-activated protein kinase 14"
"26417","Mapk3","mitogen-activated protein kinase 3"
"26419","Mapk8","mitogen-activated protein kinase 8"
"26420","Mapk9","mitogen-activated protein kinase 9"
"26422","Nbea","neurobeachin"
"26423","Nr5a1","nuclear receptor subfamily 5, group A, member 1"
"26424","Nr5a2","nuclear receptor subfamily 5, group A, member 2"
"26425","Nubp1","nucleotide binding protein 1"
"26426","Nubp2","nucleotide binding protein 2"
"26427","Creb3l1","cAMP responsive element binding protein 3-like 1"
"26428","Orc4","origin recognition complex, subunit 4"
"26429","Orc5","origin recognition complex, subunit 5"
"26430","Parg","poly (ADP-ribose) glycohydrolase"
"26431","Git2","GIT ArfGAP 2"
"26432","Plod2","procollagen lysine, 2-oxoglutarate 5-dioxygenase 2"
"26433","Plod3","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3"
"26434","Prnd","prion like protein doppel"
"26436","Psg16","pregnancy specific beta-1-glycoprotein 16"
"26437","Psg17","pregnancy specific beta-1-glycoprotein 17"
"26438","Psg18","pregnancy specific beta-1-glycoprotein 18"
"26439","Psg19","pregnancy specific beta-1-glycoprotein 19"
"26440","Psma1","proteasome subunit alpha 1"
"26441","Psma4","proteasome subunit alpha 4"
"26442","Psma5","proteasome subunit alpha 5"
"26443","Psma6","proteasome subunit alpha 6"
"26444","Psma7","proteasome subunit alpha 7"
"26445","Psmb2","proteasome (prosome, macropain) subunit, beta type 2"
"26446","Psmb3","proteasome (prosome, macropain) subunit, beta type 3"
"26447","Poli","polymerase (DNA directed), iota"
"26448","Mok","MOK protein kinase"
